NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
EML5	1	EML5	
AR	1	AR	
EML6	1	EML6	
PRKAR1B	1	PRKAR1B	
PRKAR1A	1	PRKAR1A	
RBCK1	1	RBCK1	
CGGBP1	1	CGGBP1	
FPR1	1	FPR1	
FPR3	1	FPR3	
AAAS	1	AAAS	
C2	1	C2	
C3	1	C3	
DYNC2LI1	1	DYNC2LI1	
C5	1	C5	
HSPH1	1	HSPH1	
CYP2B6	1	CYP2B6	
PRKAR2B	1	PRKAR2B	
PRKAR2A	1	PRKAR2A	
RSU1	1	RSU1	
LEMD1-DT	1	LEMD1-DT	
EXPH5	1	EXPH5	
GLYATL1	1	GLYATL1	
SEMA6A-AS1	1	SEMA6A-AS1	
PMM1	1	PMM1	
PMM2	1	PMM2	
GRIN2C	1	GRIN2C	
CP	1	CP	
GRIN2D	1	GRIN2D	
CS	1	CS	
GRIN3A	1	GRIN3A	
LRSAM1	1	LRSAM1	
RNF185-AS1	1	RNF185-AS1	
RPLP1	1	RPLP1	
RPLP0	1	RPLP0	
QPRT	1	QPRT	
ECSIT	1	ECSIT	
AACS	1	AACS	
NIPBL	1	NIPBL	
RPLP2	1	RPLP2	
APPL2	1	APPL2	
APPL1	1	APPL1	
ACTL6A	1	ACTL6A	
SIRT4	1	SIRT4	
NIPA1	1	NIPA1	
SIRT5	1	SIRT5	
EMP1	1	EMP1	
SIRT6	1	SIRT6	
EMP2	1	EMP2	
NIPA2	1	NIPA2	
EMP3	1	EMP3	
SIRT7	1	SIRT7	
SIRT1	1	SIRT1	
SIRT2	1	SIRT2	
FAHD2A	1	FAHD2A	
ELAPOR2	1	ELAPOR2	
ELAPOR1	1	ELAPOR1	
SIRT3	1	SIRT3	
FAHD2B	1	FAHD2B	
F8	1	F8	
BDH2	1	BDH2	
BDH1	1	BDH1	
CDC42EP4	1	CDC42EP4	
CDC42EP3	1	CDC42EP3	
PICK1	1	PICK1	
DLD	1	DLD	
FH	1	FH	
CCNDBP1	1	CCNDBP1	
HLA-DMA	1	HLA-DMA	
HLA-DMB	1	HLA-DMB	
PMS2	1	PMS2	
DMD	1	DMD	
ZNF407-AS1	1	LINC00909	
PMS1	1	PMS1	
MDH1	1	MDH1	
GK	1	GK	
MDH2	1	MDH2	
HNRNPUL2-BSCL2	1	HNRNPUL2-BSCL2	
TTLL5	1	TTLL5	
TTLL4	1	TTLL4	
TTLL3	1	TTLL3	
TTLL1	1	TTLL1	
RIMBP3	1	RIMBP3	
HDDC2	1	HDDC2	
FAM13B	1	FAM13B	
UBE2D4	1	UBE2D4	
UBE2D2	1	UBE2D2	
UBE2D3	1	UBE2D3	
FAM13A	1	FAM13A	
HP	1	HP	
UBE2D1	1	UBE2D1	
HDDC3	1	HDDC3	
HPGDS	1	HPGDS	
PMPCB	1	PMPCB	
PMPCA	1	PMPCA	
HLA-DOA	1	HLA-DOA	
LAG3	1	LAG3	
IK	1	IK	
VPS33A	1	VPS33A	
UBE2E3	1	UBE2E3	
VPS33B	1	VPS33B	
UBE2E1	1	UBE2E1	
UBE2E2	1	UBE2E2	
EMSY	1	EMSY	
PIGBOS1	1	PIGBOS1	
NSMAF	1	NSMAF	
FBLIM1	1	FBLIM1	
EXOSC10-AS1	1	EXOSC10-AS1	
NTPCR	1	NTPCR	
TNFRSF11A	1	TNFRSF11A	
SOCS2	1	SOCS2	
SOCS3	1	SOCS3	
PMVK	1	PMVK	
SOCS6	1	SOCS6	
SOCS7	1	SOCS7	
MDN1	1	MDN1	
SOCS4	1	SOCS4	
SOCS5	1	SOCS5	
DR1	1	DR1	
BRPF1	1	BRPF1	
BRPF3	1	BRPF3	
GFPT1	1	GFPT1	
TNFRSF10C	1	TNFRSF10C	
TNFRSF10B	1	TNFRSF10B	
BCDIN3D	1	BCDIN3D	
TNFRSF10A	1	TNFRSF10A	
KY	1	KY	
TNFRSF10D	1	TNFRSF10D	
ZC3HC1	1	ZC3HC1	
TFCP2	1	TFCP2	
AAK1	1	AAK1	
MDM2	1	MDM2	
HLA-DRA	1	HLA-DRA	
NPHP3-ACAD11	1	NPHP3-ACAD11	
MDM4	1	MDM4	
MYD88	1	MYD88	
MDM1	1	MDM1	
DRAXIN	1	DRAXIN	
ST6GALNAC2	1	ST6GALNAC2	
ATRAID	1	ATRAID	
MRPL4	1	MRPL4	
MRPL3	1	MRPL3	
NGRN	1	NGRN	
MRPL2	1	MRPL2	
MRPL1	1	MRPL1	
MB	1	MB	
DSE	1	DSE	
DGCR8	1	DGCR8	
MRPL9	1	MRPL9	
DGCR6	1	DGCR6	
MDP1	1	MDP1	
DGCR5	1	DGCR5	
SPG11	1	SPG11	
EID2B	1	EID2B	
SLFN12L	1	SLFN12L	
DGCR2	1	DGCR2	
DSP	1	DSP	
PTCRA	1	PTCRA	
DST	1	DST	
SH2D3A	1	SH2D3A	
SH2D3C	1	SH2D3C	
VPS37C	1	VPS37C	
VPS37A	1	VPS37A	
RAD23A	1	RAD23A	
VPS37B	1	VPS37B	
RAD23B	1	RAD23B	
BDP1	1	BDP1	
ST6GALNAC4	1	ST6GALNAC4	
DTL	1	DTL	
ST6GALNAC6	1	ST6GALNAC6	
RNFT2	1	RNFT2	
COL15A1	1	COL15A1	
SLC47A1	1	SLC47A1	
HSD17B14	1	HSD17B14	
HSD17B12	1	HSD17B12	
HSD17B11	1	HSD17B11	
HSD17B10	1	HSD17B10	
RNFT1	1	RNFT1	
CECR2	1	CECR2	
AAMP	1	AAMP	
DUT	1	DUT	
LINGO3	1	LINGO3	
BAIAP2	1	BAIAP2	
PC	1	PC	
VIPAS39	1	VIPAS39	
PABPC1L	1	PABPC1L	
SPG21	1	SPG21	
VPS35L	1	VPS35L	
DHFR2	1	DHFR2	
RETREG3	1	RETREG3	
RTCA	1	RTCA	
RTCB	1	RTCB	
TXNDC11	1	TXNDC11	
TXNDC12	1	TXNDC12	
UBE2L6	1	UBE2L6	
TXNDC15	1	TXNDC15	
UBE2L5	1	UBE2L5	
TXNDC16	1	TXNDC16	
TXNDC17	1	TXNDC17	
UBE2L3	1	UBE2L3	
SLC34A3	1	SLC34A3	
ENTPD1	1	ENTPD1	
C1orf220	1	C1orf220	
ENTPD4	1	ENTPD4	
ENTPD5	1	ENTPD5	
ENTPD6	1	ENTPD6	
ENTPD7	1	ENTPD7	
ASRGL1	1	ASRGL1	
DXO	1	DXO	
LAP3	1	LAP3	
C1orf216	1	C1orf216	
TMEM72-AS1	1	TMEM72-AS1	
RTF2	1	RTF2	
KIF9-AS1	1	KIF9-AS1	
RTF1	1	RTF1	
UBE2J2	1	UBE2J2	
OSGEP	1	OSGEP	
UBE2J1	1	UBE2J1	
SPATA5L1	1	SPATA5L1	
SWI5	1	SWI5	
DYM	1	DYM	
AAR2	1	AAR2	
NSMCE1-DT	1	NSMCE1-DT	
BCAR3-AS1	1	BCAR3-AS1	
WAPL	1	WAPL	
TF	1	TF	
TG	1	TG	
EPCAM-DT	1	EPCAM-DT	
RETREG2	1	RETREG2	
SLC7A14	1	SLC7A14	
AATK	1	AATK	
WASL	1	WASL	
SLC7A11	1	SLC7A11	
TNFRSF13C	1	TNFRSF13C	
PCSK7	1	PCSK7	
IER3IP1	1	IER3IP1	
PCSK6	1	PCSK6	
AATF	1	AATF	
PCSK5	1	PCSK5	
PCSK4	1	PCSK4	
CLYBL	1	CLYBL	
GGTA1	1	GGTA1	
MYDGF	1	MYDGF	
IMMP2L	1	IMMP2L	
GNGT2	1	GNGT2	
HYAL1	1	HYAL1	
HYAL2	1	HYAL2	
ENC1	1	ENC1	
HYAL3	1	HYAL3	
L3HYPDH	1	L3HYPDH	
AASS	1	AASS	
THUMPD3-AS1	1	THUMPD3-AS1	
TNFRSF12A	1	TNFRSF12A	
MRPS2	1	MRPS2	
MRPS7	1	MRPS7	
MRPS6	1	MRPS6	
MRPS5	1	MRPS5	
LAT2	1	LAT2	
ENAH	1	ENAH	
IMMP1L	1	IMMP1L	
MRPS9	1	MRPS9	
G2E3	1	G2E3	
IGHMBP2	1	IGHMBP2	
NEDD9	1	NEDD9	
FAAP24	1	FAAP24	
NEDD8	1	NEDD8	
CRIP3	1	CRIP3	
FAAP20	1	FAAP20	
ARVCF	1	ARVCF	
ALS2CL	1	ALS2CL	
FAM172A	1	FAM172A	
NDUFA6-DT	1	NDUFA6-DT	
SCAND1	1	SCAND1	
NPDC1	1	NPDC1	
YIPF1	1	YIPF1	
YIPF2	1	YIPF2	
YIPF3	1	YIPF3	
YIPF4	1	YIPF4	
MIR99AHG	1	MIR99AHG	
YIPF5	1	YIPF5	
HUWE1	1	HUWE1	
CRIPT	1	CRIPT	
UBE2G1	1	UBE2G1	
UBE2G2	1	UBE2G2	
NEDD1	1	NEDD1	
XK	1	XK	
GRIK1-AS1	1	GRIK1-AS1	
THEMIS2	1	THEMIS2	
GLB1L	1	GLB1L	
NEDD4	1	NEDD4	
LBX2-AS1	1	LBX2-AS1	
YIPF6	1	YIPF6	
FAM171B	1	FAM171B	
RTKN	1	RTKN	
BCCIP	1	BCCIP	
RTL6	1	RTL6	
RTL5	1	RTL5	
C11orf1	1	C11orf1	
FAM174C	1	FAM174C	
FAM174B	1	FAM174B	
FAM174A	1	FAM174A	
SH3GL1	1	SH3GL1	
PLCG1-AS1	1	PLCG1-AS1	
DKC1	1	DKC1	
UBE2V2	1	UBE2V2	
UBE2V1	1	UBE2V1	
PHAF1	1	C16orf70	
RTN2	1	RTN2	
RTN3	1	RTN3	
RTN1	1	RTN1	
ZNF337-AS1	1	ZNF337-AS1	
RTN4	1	RTN4	
ENHO	1	ENHO	
HCAR2	1	HCAR2	
HCAR3	1	HCAR3	
EBP	1	EBP	
HOMER3-AS1	1	HOMER3-AS1	
HCAR1	1	HCAR1	
CHAD	1	CHAD	
ECD	1	ECD	
CRIM1	1	CRIM1	
STT3A	1	STT3A	
STT3B	1	STT3B	
ACTL10	1	ACTL10	
RTP4	1	RTP4	
EDA	1	EDA	
CHD9	1	CHD9	
CHD8	1	CHD8	
CHD7	1	CHD7	
CHD6	1	CHD6	
CHD4	1	CHD4	
CHD3	1	CHD3	
MEA1	1	MEA1	
CHD2	1	CHD2	
CHD1	1	CHD1	
FAM178B	1	FAM178B	
PIDD1	1	PIDD1	
UBE2Q1	1	UBE2Q1	
UBE2Q2	1	UBE2Q2	
EED	1	EED	
RFPL2	1	RFPL2	
DARS2	1	DARS2	
CIP2A	1	CIP2A	
DARS1	1	DARS1	
FAM177B	1	FAM177B	
UBE2R2	1	UBE2R2	
CHDH	1	CHDH	
FAM153CP	1	FAM153CP	
PNKP	1	PNKP	
TGFBRAP1	1	TGFBRAP1	
ACVR1B	1	ACVR1B	
SWT1	1	SWT1	
LRWD1	1	LRWD1	
ACVR2B	1	ACVR2B	
CHFR	1	CHFR	
ACVR2A	1	ACVR2A	
MIR193BHG	1	MIR193BHG	
PNKD	1	PNKD	
INAFM2	1	INAFM2	
INAFM1	1	INAFM1	
ACIN1	1	ACIN1	
RPL30	1	RPL30	
RPL32	1	RPL32	
RPL31	1	RPL31	
TMEM200A	1	TMEM200A	
ZNF561-AS1	1	ZNF561-AS1	
RPL34	1	RPL34	
ABAT	1	ABAT	
ENO1	1	ENO1	
MICOS13	1	MICOS13	
ENO2	1	ENO2	
MICOS10	1	MICOS10	
ENO3	1	ENO3	
GPR176	1	GPR176	
RNF115	1	RNF115	
RNF114	1	RNF114	
RPL36	1	RPL36	
ADNP2	1	ADNP2	
RPL35	1	RPL35	
CYP1B1	1	CYP1B1	
RPL38	1	RPL38	
RTTN	1	RTTN	
RPL37	1	RPL37	
ANKS1A	1	ANKS1A	
RPL39	1	RPL39	
RNF111	1	RNF111	
ANKS1B	1	ANKS1B	
MED1	1	MED1	
MECR	1	MECR	
RPL21	1	RPL21	
RPL23	1	RPL23	
RPL22	1	RPL22	
MED8	1	MED8	
MED9	1	MED9	
AARSD1	1	AARSD1	
MED4	1	MED4	
MED6	1	MED6	
DKK2	1	DKK2	
MED7	1	MED7	
CPED1	1	CPED1	
RNF123	1	RNF123	
GPR162	1	GPR162	
GET1-SH3BGR	1	GET1-SH3BGR	
RNF126	1	RNF126	
ABCA10	1	ABCA10	
RNF125	1	RNF125	
RNF128	1	RNF128	
GPR161	1	GPR161	
GPR160	1	GPR160	
RPL24	1	RPL24	
RPL27	1	RPL27	
RPL26	1	RPL26	
RPL29	1	RPL29	
RPL28	1	RPL28	
ALG10B	1	ALG10B	
GPLD1	1	GPLD1	
RNF122	1	RNF122	
RNF121	1	RNF121	
FTCDNL1	1	FTCDNL1	
OSER1	1	OSER1	
VPS26C	1	VPS26C	
VPS26A	1	VPS26A	
VPS26B	1	VPS26B	
MEFV	1	MEFV	
MEG8	2	AL132709.8:MEG8	
PNPO	1	PNPO	
RPL41	1	RPL41	
CHKB	1	CHKB	
CHKA	1	CHKA	
PNO1	1	PNO1	
PRRC2C	1	PRRC2C	
SLC16A10	1	SLC16A10	
MYO3B-AS1	1	MYO3B-AS1	
GPR137B	1	GPR137B	
SLC16A13	1	SLC16A13	
GPR137C	1	GPR137C	
PRRC2A	1	PRRC2A	
CPEB1	1	CPEB1	
MIR3936HG	1	MIR3936HG	
RNF103	1	RNF103	
GPR180	1	GPR180	
GPR183	1	GPR183	
CYP1A2	1	CYP1A2	
CPEB3	1	CPEB3	
CPEB2	1	CPEB2	
CPEB4	1	CPEB4	
SPEF2	1	SPEF2	
ELL	1	ELL	
MEI1	1	MEI1	
VSIG10L	1	VSIG10L	
RNF157	1	RNF157	
ZCWPW2	1	ZCWPW2	
ZCWPW1	1	ZCWPW1	
GPR132	1	GPR132	
ENSA	1	ENSA	
GPR137	1	GPR137	
EMB	1	EMB	
EMD	1	EMD	
GPR135	1	GPR135	
ZC3H10	1	ZC3H10	
RNF168	1	RNF168	
GCFC2	1	GCFC2	
RNF167	1	RNF167	
AFTPH	1	AFTPH	
RNF169	1	RNF169	
RFX5-AS1	1	RFX5-AS1	
RNF166	1	RNF166	
ENG	1	ENG	
PCYOX1	1	PCYOX1	
CCDC90B	1	CCDC90B	
RPL10	1	RPL10	
RPL12	1	RPL12	
RPL11	1	RPL11	
GPR152	1	GPR152	
RNF135	1	RNF135	
GPR153	1	GPR153	
RNF139	1	RNF139	
RNF138	1	RNF138	
CHN2	1	CHN2	
GPR150	1	GPR150	
CHN1	1	CHN1	
LIMD1-AS1	1	LIMD1-AS1	
RPL14	1	RPL14	
RPL13	1	RPL13	
RPL15	1	RPL15	
CHML	1	CHML	
RPL18	1	RPL18	
RNF130	1	RNF130	
GPR155	1	GPR155	
RPL17	1	RPL17	
RPL19	1	RPL19	
GPR157	1	GPR157	
TIMMDC1	1	TIMMDC1	
MYBPH	1	MYBPH	
CERNA2	1	CERNA2	
NMNAT3	1	NMNAT3	
RNF146	1	RNF146	
GPR141	1	GPR141	
RNF145	1	RNF145	
GPR143	1	GPR143	
ABI2	1	ABI2	
NMNAT1	1	NMNAT1	
ABI3	1	ABI3	
RNF149	1	RNF149	
ABI1	1	ABI1	
MSRB2	1	MSRB2	
RNF141	1	RNF141	
GPR146	1	GPR146	
MSRB1	1	MSRB1	
CHPF	1	CHPF	
HJURP	1	HJURP	
RNF19B	1	RNF19B	
RNF19A	1	RNF19A	
CHP2	1	CHP2	
CHP1	1	CHP1	
MEN1	1	MEN1	
RNF44	1	RNF44	
F2R	1	F2R	
RNF40	1	RNF40	
RNF41	1	RNF41	
MELK	1	MELK	
ERF	1	ERF	
NHP2	1	NHP2	
ERH	1	ERH	
ENY2	1	ENY2	
ABHD4	1	ABHD4	
ABHD3	1	ABHD3	
ABHD2	1	ABHD2	
RNF180	1	RNF180	
FAM27C	1	FAM27C	
ABHD1	1	ABHD1	
ABHD8	1	ABHD8	
ABHD6	1	ABHD6	
ABHD5	1	ABHD5	
MACROH2A2	1	MACROH2A2	
MACROH2A1	1	MACROH2A1	
NCK1-DT	1	NCK1-DT	
TBXA2R	1	TBXA2R	
OARD1	1	OARD1	
ESD	1	ESD	
ABL1	1	ABL1	
RNF170	1	RNF170	
ABL2	1	ABL2	
RNF175	1	RNF175	
GPR108	1	GPR108	
TVP23A	1	TVP23A	
TVP23B	1	TVP23B	
TVP23C	1	TVP23C	
PALB2	1	PALB2	
RNF181	1	RNF181	
GPR107	1	GPR107	
TDRD10	1	TDRD10	
RNF185	1	RNF185	
TDRD15	1	TDRD15	
RNF187	1	RNF187	
RNF10	1	RNF10	
CALCOCO1	1	CALCOCO1	
RNF11	1	RNF11	
RNF13	1	RNF13	
RNF14	1	RNF14	
CALCOCO2	1	CALCOCO2	
TREM2	1	TREM2	
ADRA1B	1	ADRA1B	
TREM1	1	TREM1	
PTBP1	1	PTBP1	
RPL7A	1	RPL7A	
DNMT3B	1	DNMT3B	
IQCB1	1	IQCB1	
PDCD6IP	1	PDCD6IP	
CHUK	1	CHUK	
DNMT3A	1	DNMT3A	
KCNAB1	1	KCNAB1	
KCNAB2	1	KCNAB2	
RANGAP1	1	RANGAP1	
KCNAB3	1	KCNAB3	
ADRA2B	1	ADRA2B	
COASY	1	COASY	
PTBP2	1	PTBP2	
PTBP3	1	PTBP3	
EVC	1	EVC	
IL3RA	1	IL3RA	
EVL	1	EVL	
SFT2D2	1	SFT2D2	
SSX2IP	1	SSX2IP	
SFT2D1	1	SFT2D1	
RNF31	1	RNF31	
CX3CR1	1	CX3CR1	
SMARCD1	1	SMARCD1	
RNF32	1	RNF32	
SMARCD2	1	SMARCD2	
SMARCD3	1	SMARCD3	
RNF34	1	RNF34	
WBP1	1	WBP1	
WBP2	1	WBP2	
WBP4	1	WBP4	
RNF38	1	RNF38	
MESD	1	MESD	
MROH1	1	MROH1	
RBBP4	1	RBBP4	
PUF60	1	PUF60	
RBBP5	1	RBBP5	
ANKAR	1	ANKAR	
RBBP8	1	RBBP8	
RNF39	1	RNF39	
RBBP9	1	RBBP9	
MROH8	1	MROH8	
RBBP6	1	RBBP6	
MROH7	1	MROH7	
RBBP7	1	RBBP7	
MROH6	1	MROH6	
FDXACB1	1	FDXACB1	
SMARCE1	1	SMARCE1	
RNF20	1	RNF20	
RNF24	1	RNF24	
RNF25	1	RNF25	
RNF26	1	RNF26	
PNRC1	1	PNRC1	
PNRC2	1	PNRC2	
TRMT61A	1	TRMT61A	
TRMT61B	1	TRMT61B	
BET1	1	BET1	
SLC46A3	1	SLC46A3	
SLC46A1	1	SLC46A1	
SLC46A2	1	SLC46A2	
POT1-AS1	1	POT1-AS1	
GOLGA2	1	GOLGA2	
GOLGA3	1	GOLGA3	
GOLGA4	1	GOLGA4	
GOLGA5	1	GOLGA5	
GOLGA1	1	GOLGA1	
GOLGA7	1	GOLGA7	
EYS	1	EYS	
MCCC2	1	MCCC2	
ABT1	1	ABT1	
MCCC1	1	MCCC1	
MTUS1	1	MTUS1	
MTURN	1	MTURN	
AFG3L2	1	AFG3L2	
COX7A2L	1	COX7A2L	
AKAP9	1	AKAP9	
GUF1	1	GUF1	
RELCH	1	RELCH	
EZR	1	EZR	
ANKRA2	1	ANKRA2	
BEX4	1	BEX4	
BEX3	1	BEX3	
BEX2	1	BEX2	
TSHZ1	1	TSHZ1	
C17orf107	1	C17orf107	
GMCL1	1	GMCL1	
C17orf100	1	C17orf100	
GNG10	1	GNG10	
GPM6B	1	GPM6B	
C17orf113	1	C17orf113	
PTPRN2	1	PTPRN2	
PINLYP	1	PINLYP	
STK11IP	1	STK11IP	
MEIG1	1	MEIG1	
TREX1	1	TREX1	
SLC33A1	1	SLC33A1	
KNOP1	1	KNOP1	
C21orf91	1	C21orf91	
GNG12	1	GNG12	
CCDC88B	1	CCDC88B	
SRGAP2-AS1	1	SRGAP2-AS1	
CCDC88A	1	CCDC88A	
LACC1	1	LACC1	
CDAN1	1	CDAN1	
GOLGB1	1	GOLGB1	
IGFL4	1	IGFL4	
CCDC88C	1	CCDC88C	
ITM2B	1	ITM2B	
ITM2C	1	ITM2C	
BEX5	1	BEX5	
ACVRL1	1	ACVRL1	
OLA1	1	OLA1	
SNRK-AS1	1	SNRK-AS1	
ANKRD9	1	ANKRD9	
C21orf58	1	C21orf58	
EPM2AIP1	1	EPM2AIP1	
GLIPR1	1	GLIPR1	
GLIPR2	1	GLIPR2	
GUK1	1	GUK1	
TNFAIP8L1	1	TNFAIP8L1	
CPB2-AS1	1	CPB2-AS1	
GNPNAT1	1	GNPNAT1	
TNFAIP8L3	1	TNFAIP8L3	
DLAT	1	DLAT	
TNFAIP8L2	1	TNFAIP8L2	
ANKRD6	1	ANKRD6	
RSPRY1	1	RSPRY1	
LRRC8D-DT	1	LRRC8D-DT	
STRBP	1	STRBP	
MSANTD3-TMEFF1	1	MSANTD3-TMEFF1	
MSS51	1	MSS51	
PALD1	1	PALD1	
MKLN1-AS	1	MKLN1-AS	
RPUSD4	1	RPUSD4	
B3GNT9	1	B3GNT9	
B3GNT8	1	B3GNT8	
MDFIC	1	MDFIC	
POC5	1	POC5	
B3GNT7	1	B3GNT7	
RPUSD1	1	RPUSD1	
RPUSD2	1	RPUSD2	
B3GNT5	1	B3GNT5	
FRG1	1	FRG1	
RPUSD3	1	RPUSD3	
B3GNT4	1	B3GNT4	
FAM20B	1	FAM20B	
STRAP	1	STRAP	
B3GNT2	1	B3GNT2	
FAM20C	1	FAM20C	
ALDOC	1	ALDOC	
FAM20A	1	FAM20A	
ALDOA	1	ALDOA	
RCC2-AS1	1	RCC2-AS1	
MYCBP	1	MYCBP	
SLC20A2	1	SLC20A2	
SLC20A1	1	SLC20A1	
RPS10-NUDT3	1	RPS10-NUDT3	
AKAP8	1	AKAP8	
AKAP7	1	AKAP7	
AKAP6	1	AKAP6	
AKAP5	1	AKAP5	
AKAP3	1	AKAP3	
AKAP1	1	AKAP1	
NCR3LG1	1	NCR3LG1	
SHOC2	1	SHOC2	
SHOC1	1	SHOC1	
FAH	1	FAH	
FAS	1	FAS	
FAU	1	FAU	
SIRPD	1	SIRPD	
POGK	1	POGK	
CIB2	1	CIB2	
CIB1	1	CIB1	
TNFRSF14-AS1	1	TNFRSF14-AS1	
FBL	1	FBL	
CHMP1B-AS1	1	CHMP1B-AS1	
FAM186B	1	FAM186B	
POGZ	1	POGZ	
FAM186A	1	FAM186A	
NUSAP1	1	NUSAP1	
MEIOC	1	MEIOC	
SIRPA	1	SIRPA	
TBCCD1	1	TBCCD1	
CFAP418	1	C8orf37	
ANGEL2	1	ANGEL2	
ANGEL1	1	ANGEL1	
PAM16	1	PAM16	
CFAP410	1	CFAP410	
GLTPD2	1	GLTPD2	
ILVBL	1	ILVBL	
TBL1XR1	1	TBL1XR1	
KIAA2026	1	KIAA2026	
RPL7L1	1	RPL7L1	
FAM185A	1	FAM185A	
EOGT	1	EOGT	
ELMO1	1	ELMO1	
ELMO2	1	ELMO2	
ELMO3	1	ELMO3	
RELL1	1	RELL1	
RELL2	1	RELL2	
H6PD	1	H6PD	
NID1	1	NID1	
SDCBP	1	SDCBP	
ANTKMT	1	ANTKMT	
ZC3H18	1	ZC3H18	
ZC3H13	1	ZC3H13	
ZC3H14	1	ZC3H14	
ZC3H15	1	ZC3H15	
HSPA9	1	HSPA9	
HSPA8	1	HSPA8	
TGFB2	1	TGFB2	
TGFB1	1	TGFB1	
HSPA5	1	HSPA5	
LRRC75B	1	LRRC75B	
TGFB3	1	TGFB3	
HSPA4	1	HSPA4	
LRRC75A	1	LRRC75A	
PTCH1	1	PTCH1	
PTCH2	1	PTCH2	
HSPA6	1	HSPA6	
BFAR	1	BFAR	
HSPA2	1	HSPA2	
NFKBIA	1	NFKBIA	
FAM187A	1	FAM187A	
DLG1	1	DLG1	
FER	1	FER	
DLG4	1	DLG4	
FES	1	FES	
DLG5	1	DLG5	
CLASRP	1	CLASRP	
TGFBI	1	TGFBI	
PALS2	1	MPP6	
GRSF1	1	GRSF1	
NFKBIE	1	NFKBIE	
NFKBID	1	NFKBID	
ANKRD44-IT1	1	ANKRD44-IT1	
PALS1	1	MPP5	
NFKBIB	1	NFKBIB	
LRRC74A	1	LRRC74A	
HSPB7	1	HSPB7	
LRRC74B	1	LRRC74B	
HSPB1	1	HSPB1	
DHTKD1	1	DHTKD1	
STX18-AS1	1	STX18-AS1	
POLB	1	POLB	
ALDH2	1	ALDH2	
ZC3H7A	1	ZC3H7A	
ZC3H7B	1	ZC3H7B	
NFKBIZ	1	NFKBIZ	
POLI	1	POLI	
POLL	1	POLL	
POLK	1	POLK	
GUSB	1	GUSB	
POLE	1	POLE	
POLH	1	POLH	
POLG	1	POLG	
CENATAC	1	CENATAC	
CTPS2	1	CTPS2	
RNF208	1	RNF208	
CTPS1	1	CTPS1	
BBOX1-AS1	1	BBOX1-AS1	
FGR	1	FGR	
FAM189B	1	FAM189B	
PALLD	1	PALLD	
RNF207	1	RNF207	
GCSAML	1	GCSAML	
CHMP3	1	CHMP3	
CHMP6	1	CHMP6	
ECT2L	1	ECT2L	
CHMP7	1	CHMP7	
CHMP5	1	CHMP5	
RGS18	1	RGS18	
RGS17	1	RGS17	
RGS19	1	RGS19	
RGS14	1	RGS14	
BAIAP2-DT	1	BAIAP2-DT	
PON2	1	PON2	
RGS16	1	RGS16	
POMP	1	POMP	
LCAT	1	LCAT	
STRN4	1	STRN4	
HSPD1	1	HSPD1	
STRN3	1	STRN3	
DLL4	1	DLL4	
IGFBPL1	1	IGFBPL1	
NRIP2	1	NRIP2	
ACBD3-AS1	1	ACBD3-AS1	
NRIP1	1	NRIP1	
NRIP3	1	NRIP3	
CLASP1	1	CLASP1	
CLASP2	1	CLASP2	
PTCD3	1	PTCD3	
POLQ	1	POLQ	
PTCD1	1	PTCD1	
PTCD2	1	PTCD2	
POLN	1	POLN	
NIFK	1	NIFK	
POLM	1	POLM	
LCA5	1	LCA5	
MEIS3	1	MEIS3	
HSPE1	1	HSPE1	
MEIS2	1	MEIS2	
DLK2	1	DLK2	
MEIS1	1	MEIS1	
PMP22	1	PMP22	
RGS10	1	RGS10	
POMK	1	POMK	
RGS12	1	RGS12	
POP5	1	POP5	
POP7	1	POP7	
POP1	1	POP1	
POP4	1	POP4	
GRASLND	1	GRASLND	
ACCS	1	ACCS	
F11R	1	F11R	
NOC2L	1	NOC2L	
SLC5A4-AS1	1	SLC5A4-AS1	
FRS2	1	FRS2	
LDOC1	1	LDOC1	
FRS3	1	FRS3	
RABL3	1	RABL3	
THAP7-AS1	1	THAP7-AS1	
RABL6	1	RABL6	
CDCA2	1	CDCA2	
CDCA3	1	CDCA3	
CDCA4	1	CDCA4	
CDCA5	1	CDCA5	
CDCA7	1	CDCA7	
CDCA8	1	CDCA8	
PLCB2-AS1	1	PLCB2-AS1	
FUCA1	1	FUCA1	
FUCA2	1	FUCA2	
FN1	1	FN1	
MAGOHB	1	MAGOHB	
NNT-AS1	1	NNT-AS1	
B4GAT1	1	B4GAT1	
MTMR10	1	MTMR10	
MTMR12	1	MTMR12	
MTMR14	1	MTMR14	
CFAP97D1	1	CFAP97D1	
GGTLC2	1	GGTLC2	
PANX1	1	PANX1	
PCMTD2	1	PCMTD2	
CHAF1B	1	CHAF1B	
CHAF1A	1	CHAF1A	
OLR1	1	OLR1	
NINL	1	NINL	
PCMTD1	1	PCMTD1	
SPHK2	1	SPHK2	
SPHK1	1	SPHK1	
EPS15L1	1	EPS15L1	
FOS	1	FOS	
SLC7A5	1	SLC7A5	
POC1B-AS1	1	POC1B-AS1	
SLC7A6	1	SLC7A6	
SLC7A7	1	SLC7A7	
SLC7A8	1	SLC7A8	
CINP	1	CINP	
POT1	1	POT1	
ACSBG1	1	ACSBG1	
CACUL1	1	CACUL1	
ELOF1	1	ELOF1	
NIP7	1	NIP7	
CIPC	1	CIPC	
DLST	1	DLST	
LERFS	1	LERFS	
