NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SPIRE1	1	SPIRE1	
ZNF532	1	ZNF532	
ZNF530	1	ZNF530	
PRR29-AS1	1	PRR29-AS1	
KIAA1671	1	KIAA1671	
PPP6C	1	PPP6C	
SART1	1	SART1	
SART3	1	SART3	
GM2A	1	GM2A	
ZNF529	1	ZNF529	
ZNF528	1	ZNF528	
SLC26A4-AS1	1	SLC26A4-AS1	
ZNF527	1	ZNF527	
ZNF526	1	ZNF526	
ZNF525	1	ZNF525	
ZNF524	1	ZNF524	
C19orf71	1	C19orf71	
SORD	1	SORD	
HMGN3-AS1	1	HMGN3-AS1	
SARS1	1	SARS1	
SARS2	1	SARS2	
ZNF519	1	ZNF519	
ZNF517	1	ZNF517	
ZNF516	1	ZNF516	
ZNF514	1	ZNF514	
ZNF513	1	ZNF513	
ZNF512	1	ZNF512	
SOS1	1	SOS1	
SMPDL3B	1	SMPDL3B	
ZNF511	1	ZNF511	
ZNF510	1	ZNF510	
SOS2	1	SOS2	
SMPDL3A	1	SMPDL3A	
C19orf84	1	C19orf84	
C19orf81	1	C19orf81	
GLRX	1	GLRX	
ZNF507	1	ZNF507	
ZNF506	1	ZNF506	
ZNF503	1	ZNF503	
ZNF502	1	ZNF502	
ZNF501	1	ZNF501	
ZNF500	1	ZNF500	
IRX6	1	IRX6	
PLCL1	1	PLCL1	
EFL1	1	EFL1	
PLCL2	1	PLCL2	
RPGRIP1	1	RPGRIP1	
CUL4A	1	CUL4A	
PFKL	1	PFKL	
MARCKS	1	MARCKS	
PFKM	1	PFKM	
PFKP	1	PFKP	
CUL4B	1	CUL4B	
GLTP	1	GLTP	
SYNJ2BP-COX16	1	SYNJ2BP-COX16	
ARL6IP1	1	ARL6IP1	
DDX60L	1	DDX60L	
C19orf25	1	C19orf25	
LRMDA	1	LRMDA	
EDNRA	1	EDNRA	
ZNF609	1	ZNF609	
EDNRB	1	EDNRB	
ZNF608	1	ZNF608	
ZNF607	1	ZNF607	
RUSC2	1	RUSC2	
PTGER4P2-CDK2AP2P2	1	PTGER4P2-CDK2AP2P2	
RUSC1	1	RUSC1	
ZNF606	1	ZNF606	
CHEK2	1	CHEK2	
ZNF605	1	ZNF605	
CHEK1	1	CHEK1	
CA3-AS1	1	CA3-AS1	
ARL6IP5	1	ARL6IP5	
ARL6IP4	1	ARL6IP4	
SOX9	1	SOX9	
ZNF600	1	ZNF600	
SOX6	1	SOX6	
GLUL	1	GLUL	
SOX7	1	SOX7	
SOX4	1	SOX4	
ARL6IP6	1	ARL6IP6	
JMJD4	1	JMJD4	
RECQL	1	RECQL	
C19orf38	1	C19orf38	
JMJD7	1	JMJD7	
JMJD8	1	JMJD8	
JMJD6	1	JMJD6	
FLJ37453	1	FLJ37453	
PFN4	1	PFN4	
TTLL11	1	TTLL11	
TTLL12	1	TTLL12	
PFN1	1	PFN1	
TMEM161B	1	TMEM161B	
TMEM161A	1	TMEM161A	
C19orf44	1	C19orf44	
C19orf47	1	C19orf47	
CARMIL1	1	CARMIL1	
FIS1	1	FIS1	
C19orf54	1	C19orf54	
C19orf53	1	C19orf53	
CARMIL3	1	CARMIL3	
CARD11-AS1	1	CARD11-AS1	
SS18L1	1	SS18L1	
SS18L2	1	SS18L2	
ZWINT	1	ZWINT	
OCLN	1	OCLN	
CREBRF	1	CREBRF	
CC2D1A	1	CC2D1A	
IQANK1	1	IQANK1	
CC2D1B	1	CC2D1B	
BMS1P4-AGAP5	1	BMS1P4-AGAP5	
CCHCR1	1	CCHCR1	
CC2D2A	1	CC2D2A	
CC2D2B	1	CC2D2B	
TOMM70	1	TOMM70	
C1QTNF3-AMACR	1	C1QTNF3-AMACR	
PACS2	1	PACS2	
PACS1	1	PACS1	
DCP2	1	DCP2	
TOMM40	1	TOMM40	
ARNTL	1	ARNTL	
APOBEC3B-AS1	1	APOBEC3B-AS1	
DCPS	1	DCPS	
CACNA1C-AS2	1	CACNA1C-AS2	
CA11	1	CA11	
CACNA1C-AS1	1	CACNA1C-AS1	
KRT10	1	KRT10	
C19orf12	1	C19orf12	
KMT2E-AS1	1	KMT2E-AS1	
KRT18	1	KRT18	
TRIP10	1	TRIP10	
TRIP11	1	TRIP11	
TRIP12	1	TRIP12	
TRIP13	1	TRIP13	
MED8-AS1	1	MED8-AS1	
NUCKS1	1	NUCKS1	
TOMM20	1	TOMM20	
TOMM22	1	TOMM22	
OIP5-AS1	1	OIP5-AS1	
CMTR1	1	CMTR1	
CA14	1	CA14	
CMTR2	1	CMTR2	
CA13	1	CA13	
TOMM34	1	TOMM34	
KRT79	1	KRT79	
TSC2	1	TSC2	
OCRL	1	OCRL	
TSC1	1	TSC1	
ALDH3A2	1	ALDH3A2	
DCTD	1	DCTD	
FIZ1	1	FIZ1	
ISCU	1	ISCU	
ALDH3B1	1	ALDH3B1	
COBLL1	1	COBLL1	
RIPK1	1	RIPK1	
PSMA3-AS1	1	PSMA3-AS1	
ANKZF1	1	ANKZF1	
ENKD1	1	ENKD1	
BTNL9	1	BTNL9	
ACBD7	1	ACBD7	
OR10K1	1	OR10K1	
ACBD6	1	ACBD6	
MRTFA-AS1	1	MRTFA-AS1	
ACBD5	1	ACBD5	
ACBD4	1	ACBD4	
MRGBP	1	MRGBP	
ACBD3	1	ACBD3	
ETV5-AS1	1	ETV5-AS1	
CREBZF	1	CREBZF	
SCYL3	1	SCYL3	
HPF1	1	HPF1	
CA5B	1	CA5B	
KYNU	1	KYNU	
NAPRT	1	NAPRT	
GAS6-AS1	1	GAS6-AS1	
SCYL2	1	SCYL2	
SCYL1	1	SCYL1	
TSFM	1	TSFM	
JAGN1	1	JAGN1	
SUV39H2-DT	1	SUV39H2-DT	
DCXR	1	DCXR	
RUSF1	1	RUSF1	
HSH2D	1	HSH2D	
LUC7L3	1	LUC7L3	
PXYLP1	1	PXYLP1	
PRTFDC1	1	PRTFDC1	
ITGB3BP	1	ITGB3BP	
LUC7L2	1	LUC7L2	
SASH3	1	SASH3	
U2AF1L5	1	U2AF1L5	
TUFT1	1	TUFT1	
TSIX	1	TSIX	
SPG7	1	SPG7	
U2AF1L4	1	U2AF1L4	
GMDS	1	GMDS	
SASH1	1	SASH1	
SPEN	1	SPEN	
CMTM7	1	CMTM7	
CMTM8	1	CMTM8	
CMTM3	1	CMTM3	
CMTM4	1	CMTM4	
CMTM6	1	CMTM6	
PDE4DIP	1	PDE4DIP	
PANTR1	1	PANTR1	
GDAP1	1	GDAP1	
TSHR	1	TSHR	
GDAP2	1	GDAP2	
TICRR	1	TICRR	
RMC1	1	RMC1	
CMTM1	1	CMTM1	
SPI1	1	SPI1	
GMFB	1	GMFB	
GMFG	1	GMFG	
ANAPC1P2	1	ANAPC1P2	
TSKU	1	TSKU	
SPIB	1	SPIB	
KIAA1109	1	KIAA1109	
RAVER1	1	RAVER1	
RAVER2	1	RAVER2	
MTERF1	1	MTERF1	
MLYCD	1	MLYCD	
GTSE1	1	GTSE1	
ARPIN	1	ARPIN	
RBMS3-AS3	1	RBMS3-AS3	
LYRM4-AS1	1	LYRM4-AS1	
CTAGE4	1	CTAGE4	
TMEM126A	1	TMEM126A	
CTAGE8	1	CTAGE8	
OBSCN-AS1	1	OBSCN-AS1	
TMEM126B	1	TMEM126B	
GTSF1	1	GTSF1	
NLRX1	1	NLRX1	
KCNMB2-AS1	1	KCNMB2-AS1	
BAZ2A	1	BAZ2A	
BAZ2B	1	BAZ2B	
PLA2G6	1	PLA2G6	
PLA2G7	1	PLA2G7	
RHOT2	1	RHOT2	
RHOT1	1	RHOT1	
AFMID	1	AFMID	
SYNDIG1	1	SYNDIG1	
PRELID3A	1	PRELID3A	
PRELID3B	1	PRELID3B	
CCZ1B	1	CCZ1B	
MTERF3	1	MTERF3	
MTERF2	1	MTERF2	
MTERF4	1	MTERF4	
CYP4F8	1	CYP4F8	
PGA3	1	PGA3	
PGA5	1	PGA5	
PGA4	1	PGA4	
FOXL2NB	1	FOXL2NB	
MATN1-AS1	1	MATN1-AS1	
ZNF497	1	ZNF497	
ZNF496	1	ZNF496	
NUDT4B	1	NUDT4B	
ZNF493	1	ZNF493	
ZNF492	1	ZNF492	
ZNF491	1	ZNF491	
ZNF490	1	ZNF490	
MED19	1	MED19	
OSBPL11	1	OSBPL11	
MED16	1	MED16	
MED15	1	MED15	
MED18	1	MED18	
MED17	1	MED17	
DDA1	1	DDA1	
OSBPL10	1	OSBPL10	
MECP2	1	MECP2	
MED12	1	MED12	
MED11	1	MED11	
MED14	1	MED14	
MED13	1	MED13	
TIFAB	1	TIFAB	
MED10	1	MED10	
TSPO	1	TSPO	
BMERB1	1	BMERB1	
ZNF487	1	ZNF487	
ZNF486	1	ZNF486	
ZNF485	1	ZNF485	
ZNF484	1	ZNF484	
ZNF483	1	ZNF483	
RMI2	1	RMI2	
CNOT6L	1	CNOT6L	
RMI1	1	RMI1	
ZNF480	1	ZNF480	
KIAA1143	1	KIAA1143	
ERVE-1	1	ERVE-1	
JOSD2	1	JOSD2	
BAZ1A	1	BAZ1A	
BAZ1B	1	BAZ1B	
GMIP	1	GMIP	
JOSD1	1	JOSD1	
MED27	1	MED27	
MED26	1	MED26	
MED29	1	MED29	
PGM2L1	1	PGM2L1	
MED28	1	MED28	
DDB2	1	DDB2	
MED23	1	MED23	
DDB1	1	DDB1	
MED22	1	MED22	
MED25	1	MED25	
MED24	1	MED24	
INCENP	1	INCENP	
MED21	1	MED21	
JMJD7-PLA2G4B	1	JMJD7-PLA2G4B	
MED20	1	MED20	
ZNF473	1	ZNF473	
ZSWIM1	1	ZSWIM1	
ZNF471	1	ZNF471	
ZNF470	1	ZNF470	
TSR3	1	TSR3	
ODC1	1	ODC1	
SPP1	1	SPP1	
SPOP	1	SPOP	
ZSWIM8	1	ZSWIM8	
ZSWIM9	1	ZSWIM9	
ZSWIM6	1	ZSWIM6	
ZNF469	1	ZNF469	
ZNF468	1	ZNF468	
ZSWIM7	1	ZSWIM7	
ZSWIM4	1	ZSWIM4	
ZNF467	1	ZNF467	
ZSWIM3	1	ZSWIM3	
ZNF461	1	ZNF461	
ZNF460	1	ZNF460	
NUDT22	1	NUDT22	
NUDT21	1	NUDT21	
ABCB10	1	ABCB10	
TAOK3	1	TAOK3	
SLCO3A1	1	SLCO3A1	
TAOK1	1	TAOK1	
TAOK2	1	TAOK2	
TSR2	1	TSR2	
GAPLINC	1	GAPLINC	
TSR1	1	TSR1	
ZNF451	1	ZNF451	
OLFML2B	1	OLFML2B	
CASC9	1	CASC9	
NAB1	1	NAB1	
GMNN	1	GMNN	
NAB2	1	NAB2	
MPV17L2	1	MPV17L2	
CASC2	1	CASC2	
CASC3	1	CASC3	
ZNF449	1	ZNF449	
NUDT19	1	NUDT19	
EIF2AK3-DT	1	EIF2AK3-DT	
NUDT18	1	NUDT18	
NUDT17	1	NUDT17	
ZNF446	1	ZNF446	
NUDT16	1	NUDT16	
MTPAP	1	MTPAP	
NUDT15	1	NUDT15	
ZNF445	1	ZNF445	
ZNF444	1	ZNF444	
NUDT14	1	NUDT14	
NUDT13	1	NUDT13	
ZNF443	1	ZNF443	
NUDT12	1	NUDT12	
ZNF442	1	ZNF442	
ZNF441	1	ZNF441	
ZNF440	1	ZNF440	
IST1	1	IST1	
ZCRB1	1	ZCRB1	
CASD1	1	CASD1	
NAAA	1	NAAA	
ZNF439	1	ZNF439	
ZNF438	1	ZNF438	
ZNF436	1	ZNF436	
ZNF433	1	ZNF433	
ZNF432	1	ZNF432	
ZNF431	1	ZNF431	
ZNF430	1	ZNF430	
SPATA9	1	SPATA9	
SMYD5	1	SMYD5	
TMEM121B	1	TMEM121B	
SPATA1	1	SPATA1	
GMPS	1	GMPS	
GMPR	1	GMPR	
SPATA2	1	SPATA2	
RBM5-AS1	1	RBM5-AS1	
SPATA5	1	SPATA5	
SPATA6	1	SPATA6	
SPATA7	1	SPATA7	
MED30	1	MED30	
ZNF429	1	ZNF429	
MED31	1	MED31	
ZNF428	1	ZNF428	
PGK1	1	PGK1	
SMYD2	1	SMYD2	
ZNF426	1	ZNF426	
BRIX1	1	BRIX1	
SMYD4	1	SMYD4	
ZNF425	1	ZNF425	
NAE1	1	NAE1	
SMYD3	1	SMYD3	
NADK	1	NADK	
ZNF420	1	ZNF420	
TMEM120B	1	TMEM120B	
ODF2	1	ODF2	
TMEM120A	1	TMEM120A	
HPS1	1	HPS1	
HPS4	1	HPS4	
RABL2A	1	RABL2A	
RABL2B	1	RABL2B	
HPS3	1	HPS3	
TNK2-AS1	1	TNK2-AS1	
HPS6	1	HPS6	
ARPC4	1	ARPC4	
HPS5	1	HPS5	
ARPC5	1	ARPC5	
ARPC2	1	ARPC2	
ZNF419	1	ZNF419	
ARPC3	1	ARPC3	
NACA	1	NACA	
ZNF418	1	ZNF418	
ZNF417	1	ZNF417	
ZNF416	1	ZNF416	
ZNF414	1	ZNF414	
HPSE	1	HPSE	
OSBPL1A	1	OSBPL1A	
ZNF410	1	ZNF410	
SPRN	1	SPRN	
MIPEP	1	MIPEP	
ITGB1	1	ITGB1	
ISY1	1	ISY1	
NFYC-AS1	1	NFYC-AS1	
GPR89A	1	GPR89A	
CIITA	1	CIITA	
ITGAM	1	ITGAM	
ITGB5	1	ITGB5	
NUMA1	1	NUMA1	
ITGB3	1	ITGB3	
ITGB2	1	ITGB2	
ITGAE	1	ITGAE	
ITGAL	1	ITGAL	
GPR89B	1	GPR89B	
ZNRD2	1	ZNRD2	
ZNF408	1	ZNF408	
DDI2	1	DDI2	
ZNF407	1	ZNF407	
PGM3	1	PGM3	
ITGAX	1	ITGAX	
ITGB8	1	ITGB8	
PGM2	1	PGM2	
ZNF404	1	ZNF404	
ITGAV	1	ITGAV	
ITGB7	1	ITGB7	
PGM5	1	PGM5	
PGLS	1	PGLS	
YAF2	1	YAF2	
PGM1	1	PGM1	
RMRP	1	RMRP	
ITGA4	1	ITGA4	
TMEM255B	1	TMEM255B	
ITGA3	1	ITGA3	
TMEM255A	1	TMEM255A	
ITGA2	1	ITGA2	
STXBP5-AS1	1	STXBP5-AS1	
AHSA1	1	AHSA1	
TFIP11	1	TFIP11	
RRM2B	1	RRM2B	
ADORA2A	1	ADORA2A	
ITGAD	1	ITGAD	
ADORA2B	1	ADORA2B	
SPATC1	1	SPATC1	
ITGA7	1	ITGA7	
ITGA6	1	ITGA6	
NAF1	1	NAF1	
ITGA5	1	ITGA5	
YAE1	1	YAE1	
ITGA9	1	ITGA9	
BECN1	1	BECN1	
ROCK1	1	ROCK1	
ROCK2	1	ROCK2	
PPT2-EGFL8	1	PPT2-EGFL8	
FOXRED1	1	FOXRED1	
FOXRED2	1	FOXRED2	
ZNRF1	1	ZNRF1	
ZNRF2	1	ZNRF2	
ZNRF3	1	ZNRF3	
CCDC85C	1	CCDC85C	
CCDC85B	1	CCDC85B	
MROH7-TTC4	1	MROH7-TTC4	
FEM1C	1	FEM1C	
TM4SF19-AS1	1	TM4SF19-AS1	
POLR2J3	1	POLR2J3	
POLR2J4	1	POLR2J4	
POLR2J2	1	POLR2J2	
FEM1A	1	FEM1A	
FEM1B	1	FEM1B	
NAGA	1	NAGA	
NAGK	1	NAGK	
POU2AF1	1	POU2AF1	
NAGS	1	NAGS	
CAHM	1	CAHM	
LDLRAD2	1	LDLRAD2	
LDLRAD3	1	LDLRAD3	
LDLRAD4	1	LDLRAD4	
CCDC102A	1	CCDC102A	
CCDC102B	1	CCDC102B	
SNRPD2	1	SNRPD2	
SNRPD1	1	SNRPD1	
SNRPD3	1	SNRPD3	
SPA17	1	SPA17	
TBC1D22A	1	TBC1D22A	
TBC1D22B	1	TBC1D22B	
FAM76B	1	FAM76B	
FAM76A	1	FAM76A	
NAIP	1	NAIP	
NUMBL	1	NUMBL	
TBC1D9B	1	TBC1D9B	
GGNBP2	1	GGNBP2	
GARRE1	1	GARRE1	
GMDS-DT	1	GMDS-DT	
GSPT2	1	GSPT2	
GSPT1	1	GSPT1	
PGS1	1	PGS1	
SEC14L2	1	SEC14L2	
BRIP1	1	BRIP1	
SEC14L1	1	SEC14L1	
CHD1-DT	1	LINC02062	
TBC1D8B	1	TBC1D8B	
EGR1	1	EGR1	
TSPEAR-AS2	1	TSPEAR-AS2	
EGR2	1	EGR2	
EGR3	1	EGR3	
FAM78A	1	FAM78A	
TSPEAR-AS1	1	TSPEAR-AS1	
EPRS1	1	EPRS1	
CALU	1	CALU	
CALR	1	CALR	
DDR1	1	DDR1	
NAT10	1	NAT10	
NBPF20	1	NBPF20	
NAT14	1	NAT14	
NBPF26	1	NBPF26	
NANP	1	NANP	
MAP1LC3B	1	MAP1LC3B	
MAP1LC3A	1	MAP1LC3A	
ODR4	1	ODR4	
NEDD8-MDP1	1	NEDD8-MDP1	
MIS18BP1	1	MIS18BP1	
CHAMP1	1	CHAMP1	
NANS	1	NANS	
CAMP	1	CAMP	
HTATIP2	1	HTATIP2	
CAP1	1	CAP1	
NBPF10	1	NBPF10	
NBPF12	1	NBPF12	
NBPF11	1	NBPF11	
NBPF14	1	NBPF14	
NBPF15	1	NBPF15	
NBPF19	1	NBPF19	
CANX	1	CANX	
MFGE8	1	MFGE8	
FJX1	1	FJX1	
DDR2	1	DDR2	
NAPA	1	NAPA	
NAPB	1	NAPB	
GNAI3	1	GNAI3	
CAPG	1	CAPG	
GNAI1	1	GNAI1	
NAPG	1	NAPG	
GNAI2	1	GNAI2	
PNMA1	1	PNMA1	
UVRAG-DT	1	UVRAG-DT	
EPS15	1	EPS15	
GABBR1	1	GABBR1	
DDTL	1	DDTL	
TTC1	1	TTC1	
PNMA2	1	PNMA2	
NAPA-AS1	1	NAPA-AS1	
TTC9	1	TTC9	
ITCH	1	ITCH	
TTC8	1	TTC8	
TBC1D3L	1	TBC1D3L	
TTC5	1	TTC5	
TTC4	1	TTC4	
TTC3	1	TTC3	
RTN4IP1	1	RTN4IP1	
CAPS	1	CAPS	
NARF	1	NARF	
TBC1D3B	1	TBC1D3B	
ZNF667-AS1	1	ZNF667-AS1	
MSMO1	1	MSMO1	
TTF2	1	TTF2	
TBC1D3D	1	TBC1D3D	
TTF1	1	TTF1	
YARS1	1	YARS1	
TBC1D3I	1	TBC1D3I	
CARF	1	CARF	
YARS2	1	YARS2	
AKR7A2	1	AKR7A2	
AKR7A3	1	AKR7A3	
TBC1D31	1	TBC1D31	
TBC1D32	1	TBC1D32	
TBC1D30	1	TBC1D30	
CAST	1	CAST	
CASR	1	CASR	
IRAG1	1	IRAG1	
IRAG2	1	IRAG2	
CASK	1	CASK	
CDKAL1	1	CDKAL1	
TBC1D2B	1	TBC1D2B	
TBC1D20	1	TBC1D20	
WDFY1	1	WDFY1	
TBC1D24	1	TBC1D24	
TBC1D25	1	TBC1D25	
WDFY3	1	WDFY3	
TBC1D23	1	TBC1D23	
WDFY2	1	WDFY2	
TSNARE1	1	TSNARE1	
CARS1	1	CARS1	
WDFY4	1	WDFY4	
CARS2	1	CARS2	
DDX6	1	DDX6	
DDX5	1	DDX5	
TBC1D19	1	TBC1D19	
PKDCC	1	PKDCC	
DDX1	1	DDX1	
VCPIP1	1	VCPIP1	
IRAK1	1	IRAK1	
IRAK2	1	IRAK2	
TBC1D13	1	TBC1D13	
RHPN1	1	RHPN1	
TBC1D14	1	TBC1D14	
TBC1D12	1	TBC1D12	
RHPN2	1	RHPN2	
TBC1D17	1	TBC1D17	
MAGEA10	1	MAGEA10	
TBC1D15	1	TBC1D15	
TBC1D16	1	TBC1D16	
CNOT10	1	CNOT10	
GNAO1	1	GNAO1	
UEVLD	1	UEVLD	
GNAL	1	GNAL	
NASP	1	NASP	
NAT1	1	NAT1	
CNOT11	1	CNOT11	
GNAQ	1	GNAQ	
GNB2	1	GNB2	
GNB1	1	GNB1	
GNAS	1	GNAS	
GNB4	1	GNB4	
GNB5	1	GNB5	
NAT9	1	NAT9	
SLC35E2B	1	SLC35E2B	
DYRK4	1	DYRK4	
DYRK3	1	DYRK3	
DYRK2	1	DYRK2	
HP1BP3	1	HP1BP3	
DPY30	1	DPY30	
RND3	1	RND3	
RND1	1	RND1	
IDI2-AS1	1	IDI2-AS1	
MYO18A	1	MYO18A	
FBXL19-AS1	1	FBXL19-AS1	
CARMN	1	CARMN	
PDPK1	1	PDPK1	
IRAK3	1	IRAK3	
NAV1	1	NAV1	
NAV2	1	NAV2	
IRAK4	1	IRAK4	
QRSL1	1	QRSL1	
TTI2	1	TTI2	
TTI1	1	TTI1	
TAPBP	1	TAPBP	
NAV3	1	NAV3	
GNB1L	1	GNB1L	
NAT8L	1	NAT8L	
FAM72D	1	FAM72D	
FAM72C	1	FAM72C	
FAM72B	1	FAM72B	
FAM72A	1	FAM72A	
NAXE	1	NAXE	
RNF8	1	RNF8	
RNF6	1	RNF6	
RSPH9	1	RSPH9	
RNF7	1	RNF7	
RNF4	1	RNF4	
RNF5	1	RNF5	
RNF2	1	RNF2	
GNG2	1	GNG2	
GNG5	1	GNG5	
GNG4	1	GNG4	
TRA2B	1	TRA2B	
GNG7	1	GNG7	
TRA2A	1	TRA2A	
RHOXF1-AS1	1	RHOXF1-AS1	
TMED7-TICAM2	1	TMED7-TICAM2	
RSPH3	1	RSPH3	
MYO15B	1	MYO15B	
MYO15A	1	MYO15A	
CARM1	1	CARM1	
SIMC1	1	SIMC1	
STIMATE-MUSTN1	1	STIMATE-MUSTN1	
NAXD	1	NAXD	
NRDE2	1	NRDE2	
RNH1	1	RNH1	
GPATCH2	1	GPATCH2	
GPATCH1	1	GPATCH1	
HNRNPU	1	HNRNPU	
HNRNPR	1	HNRNPR	
GPATCH4	1	GPATCH4	
PHAX	1	PHAX	
ADARB1	1	ADARB1	
GPATCH3	1	GPATCH3	
PHB2	1	PHB2	
GPATCH8	1	GPATCH8	
MIR22HG	1	MIR22HG	
COX10-AS1	1	COX10-AS1	
CLCA4-AS1	1	CLCA4-AS1	
CMKLR1	1	CMKLR1	
DDX17	1	DDX17	
DDX18	1	DDX18	
DDX11	1	DDX11	
DDX10	1	DDX10	
ASTN2	1	ASTN2	
RHNO1	1	RHNO1	
ZNF398	1	ZNF398	
ZNF397	1	ZNF397	
ZNF396	1	ZNF396	
ZNF395	1	ZNF395	
INTS9-AS1	1	INTS9-AS1	
ZNF394	1	ZNF394	
PDXDC1	1	PDXDC1	
ZNF391	1	ZNF391	
NTHL1	1	NTHL1	
PLEK2	1	PLEK2	
NCKAP1L	1	NCKAP1L	
NRBF2	1	NRBF2	
NHEJ1	1	NHEJ1	
PRELID2	1	PRELID2	
ZNF384	1	ZNF384	
PHC2	1	PHC2	
PRELID1	1	PRELID1	
PHC1	1	PHC1	
ZNF383	1	ZNF383	
ZNF382	1	ZNF382	
PHC3	1	PHC3	
PAFAH2	1	PAFAH2	
HNRNPL	1	HNRNPL	
EHD1	1	EHD1	
HNRNPM	1	HNRNPM	
SQLE	1	SQLE	
EHD4	1	EHD4	
HNRNPK	1	HNRNPK	
ZNF37A	1	ZNF37A	
HNRNPF	1	HNRNPF	
HNRNPD	1	HNRNPD	
LYPLAL1-AS1	1	LYPLAL1-AS1	
HNRNPC	1	HNRNPC	
DANCR	1	DANCR	
ITPA	1	ITPA	
PHF3	1	PHF3	
PHF2	1	PHF2	
PHF1	1	PHF1	
SERPINA10	1	SERPINA10	
PHF7	1	PHF7	
ABCC10	1	ABCC10	
ABCC11	1	ABCC11	
PHF6	1	PHF6	
PHF8	1	PHF8	
ZNF280D	1	ZNF280D	
C1QTNF3	1	C1QTNF3	
CATIP	1	CATIP	
GNLY	1	GNLY	
TCTN3	1	TCTN3	
C1QTNF6	1	C1QTNF6	
TCTN2	1	TCTN2	
ZNF280B	1	ZNF280B	
ZNF280C	1	ZNF280C	
TCTN1	1	TCTN1	
DNAJC9-AS1	1	DNAJC9-AS1	
JARID2	1	JARID2	
ZNF367	1	ZNF367	
ZNF366	1	ZNF366	
GRAMD2B	1	GRAMD2B	
ZNF362	1	ZNF362	
MIR663AHG	1	MIR663AHG	
ELMOD2	1	ELMOD2	
ELMOD3	1	ELMOD3	
GNL2	1	GNL2	
COQ10B	1	COQ10B	
GNL1	1	GNL1	
COQ10A	1	COQ10A	
GNL3	1	GNL3	
APBB1IP	1	APBB1IP	
SIKE1	1	SIKE1	
ZEB2	1	ZEB2	
TUBB2A	1	TUBB2A	
ZEB1	1	ZEB1	
ZNF358	1	ZNF358	
GRAMD1B	1	GRAMD1B	
GRAMD1A	1	GRAMD1A	
NBAS	1	NBAS	
ZNF350	1	ZNF350	
RNMT	1	RNMT	
WDR45B	1	WDR45B	
DNAAF4-CCPG1	1	DNAAF4-CCPG1	
ABI3BP	1	ABI3BP	
ZNF347	1	ZNF347	
ZNF346	1	ZNF346	
ZNF345	1	ZNF345	
DEDD	1	DEDD	
ZNF343	1	ZNF343	
ZNF341	1	ZNF341	
COLCA1	1	COLCA1	
RNLS	1	RNLS	
GLYCTK	1	GLYCTK	
SQOR	1	SQOR	
DEF8	1	DEF8	
TUBB4B	1	TUBB4B	
TUBB4A	1	TUBB4A	
DEF6	1	DEF6	
GNMT	1	GNMT	
ZNF33B	1	ZNF33B	
ZNF33A	1	ZNF33A	
ZNF337	1	ZNF337	
ZNF335	1	ZNF335	
ZNF334	1	ZNF334	
ZNF333	1	ZNF333	
ZNF331	1	ZNF331	
CCDC71L	1	CCDC71L	
ZNF330	1	ZNF330	
VKORC1L1	1	VKORC1L1	
TMEM131L	1	TMEM131L	
TM7SF3	1	TM7SF3	
TM7SF2	1	TM7SF2	
STPG2-AS1	1	STPG2-AS1	
NRBP2	1	NRBP2	
DEPTOR	1	DEPTOR	
FCGRT	1	FCGRT	
SLCO2B1	1	SLCO2B1	
ZNF329	1	ZNF329	
MALINC1	1	MALINC1	
ZNF326	1	ZNF326	
ZNF324	1	ZNF324	
ZNF322	1	ZNF322	
ZNF320	1	ZNF320	
SERF1A	1	SERF1A	
SERF1B	1	SERF1B	
THNSL1	1	THNSL1	
THNSL2	1	THNSL2	
NRBP1	1	NRBP1	
ZNF319	1	ZNF319	
ZNF318	1	ZNF318	
ZNF317	1	ZNF317	
ZNF316	1	ZNF316	
PHIP	1	PHIP	
SREK1	1	SREK1	
FAM8A1	1	FAM8A1	
CBFB	1	CBFB	
YBEY	1	YBEY	
ZNF304	1	ZNF304	
ZNF302	1	ZNF302	
ZNF300	1	ZNF300	
POLR3GL	1	POLR3GL	
TMEM132A	1	TMEM132A	
PHKB	1	PHKB	
NBDY	1	NBDY	
ID2-AS1	1	ID2-AS1	
REEP1	1	REEP1	
ADCY10	1	ADCY10	
IRAK1BP1	1	IRAK1BP1	
REEP5	1	REEP5	
NBEA	1	NBEA	
REEP4	1	REEP4	
REEP3	1	REEP3	
REEP2	1	REEP2	
REEP6	1	REEP6	
EDNRB-AS1	1	EDNRB-AS1	
DIDO1	1	DIDO1	
CBWD6	1	CBWD6	
CBWD5	1	CBWD5	
CBWD3	1	CBWD3	
CBWD2	1	CBWD2	
CBWD1	1	CBWD1	
CXorf38	1	CXorf38	
RO60	1	RO60	
PSTPIP1	1	PSTPIP1	
PSTPIP2	1	PSTPIP2	
STIM1-AS1	1	STIM1-AS1	
HGFAC	1	HGFAC	
CDADC1	1	CDADC1	
HAUS4	1	HAUS4	
HAUS3	1	HAUS3	
HAUS6	1	HAUS6	
HAUS5	1	HAUS5	
HAUS2	1	HAUS2	
HAUS1	1	HAUS1	
PPP1R12A-AS1	1	PPP1R12A-AS1	
CCDC74B	1	CCDC74B	
CCDC74A	1	CCDC74A	
PECAM1	1	PECAM1	
MIR34AHG	1	MIR34AHG	
FRRS1	1	FRRS1	
EI24	1	EI24	
NLRC5	1	NLRC5	
DENND3	1	DENND3	
NLRC3	1	NLRC3	
NLRC4	1	NLRC4	
CYP3A5	1	CYP3A5	
